

2017-04-12 09:59:37,922DEBUG[com.Davi.poems.tools.analyze_Tset]-succeed
这首诗的内容是： 皇帝二载秋，闰八月初吉。杜子将北征，苍茫问家室。维时遭艰虞，朝野少暇日。顾惭恩私被，诏许归蓬荜。拜辞诣阙下，怵惕久未出。虽乏谏诤姿，恐君有遗失。君诚中兴主，经纬固密勿。东胡反未已，臣甫愤所切。挥涕恋行在，道途犹恍惚。乾坤含疮痍，忧虞何时毕。靡靡逾阡陌，人烟眇萧瑟。所遇多被伤，呻吟更流血。回首凤翔县，旌旗晚明灭。前登寒山重，屡得饮马窟。邠郊入地底，泾水中荡潏。猛虎立我前，苍崖吼时裂。菊垂今秋花，石戴古车辙。青云动高兴，幽事亦可悦。山果多琐细，罗生杂橡栗。或红如丹砂，或黑如点漆。雨露之所濡，甘苦齐结实。缅思桃源内，益叹身世拙。坡陀望鄜畤，岩谷互出没。我行已水滨，我仆犹木末。鸱鸟鸣黄桑，野鼠拱乱穴。夜深经战场，寒月照白骨。潼关百万师，往者散何卒。遂令半秦民，残害为异物。况我堕胡尘，及归尽华发。经年至茅屋，妻子衣百结。恸哭松声回，悲泉共幽咽。平生所娇儿，颜色白胜雪。见耶背面啼，垢腻脚不袜。床前两小女，补绽才过膝。海图坼波涛，旧绣移曲折。天吴及紫凤，颠倒在裋褐。老夫情怀恶，呕泄卧数日。那无囊中帛，救汝寒凛栗。粉黛亦解苞，衾裯稍罗列。瘦妻面复光，痴女头自栉。学母无不为，晓妆随手抹。移时施朱铅，狼藉画眉阔。生还对童稚，似欲忘饥渴。问事竞挽须，谁能即嗔喝。翻思在贼愁，甘受杂乱聒。新归且慰意，生理焉能说。至尊尚蒙尘，几日休练卒。仰观天色改，坐觉祆气豁。阴风西北来，惨澹随回鹘。其王愿助顺，其俗善驰突。送兵五千人，驱马一万匹。此辈少为贵，四方服勇决。所用皆鹰腾，破敌过箭疾。圣心颇虚伫，时议气欲夺。伊洛指掌收，西京不足拔。官军请深入，蓄锐何俱发。此举开青徐，旋瞻略恒碣。昊天积霜露，正气有肃杀。祸转亡胡岁，势成擒胡月。胡命其能久，皇纲未宜绝。忆昨狼狈初，事与古先别。奸臣竟菹醢，同恶随荡析。不闻夏殷衰，中自诛褒妲。周汉获再兴，宣光果明哲。桓桓陈将军，仗钺奋忠烈。微尔人尽非，于今国犹活。凄凉大同殿，寂寞白兽闼。都人望翠华，佳气向金阙。园陵固有神，扫洒数不缺。煌煌太宗业，树立甚宏达。
对偶句是：null
 权重是0

这首诗的题目是行香归
这首诗的作者是白居易
这首诗的内容是： 出作行香客，归如坐夏僧。床前双草屦，檐下一纱灯。珮委腰无力，冠欹发不胜。鸾台龙尾道，合尽少年登。
对偶句是：null
 权重是0

这首诗的题目是咏兴五首·池上有小舟
这首诗的作者是白居易
这首诗的内容是： 池上有小舟，舟中有胡床。床前有新酒，独酌还独尝。熏若春日气，皎如秋水光。可洗机巧心，可荡尘垢肠。岸曲舟行迟，一曲进一觞。未知几曲醉，醉入无何乡。寅缘潭岛间，水竹深青苍。身闲心无事，白日为我长。我若未忘世，虽闲心亦忙。世若未忘我，虽退身难藏。我今异于是，身世交相忘。
对偶句是：null
 权重是0

这首诗的题目是奉酬袭美苦雨四声重寄三十二句·平声
这首诗的作者是陆龟蒙
这首诗的内容是： 幽栖眠疏窗，豪居凭高楼。浮沤惊跳丸，寒声思重裘。床前垂文竿，巢边登轻舟。虽无东皋田，还生鱼乎忧。
对偶句是：null
 权重是0

这首诗的题目是嘉兴县内池阁
这首诗的作者是方干
这首诗的内容是： 指画应心成，周回气象清。床前沙鸟语，案下锦鳞惊。细柳风吹旋，新荷露压倾。微芳缘岸落，迸笋入波生。舴艋舟中醉，莓苔径上行。高人莫归去，此处胜蓬瀛。
对偶句是：null
 权重是0

这首诗的题目是过西山施肩吾旧居
这首诗的作者是齐己
这首诗的内容是： 大志终难起，西峰卧翠堆。床前倒秋壑，枕上过春雷。鹤见丹成去，僧闻栗熟来。荒斋松竹老，鸾鹤自裴回。
对偶句是：null
 权重是0



2017-04-14 14:14:50,230INFO[com.Davi.poems.net.myHttpClient]-返回 200


2017-04-14 14:35:05,507INFO[com.Davi.poems.net.netServer]-server启动成功


2017-04-14 14:51:41,847INFO[com.Davi.poems.net.myHttpClient]-INPUT: %E5%BA%8A%E5%89%8D***


2017-04-14 14:52:23,952INFO[com.Davi.poems.net.myHttpClient]-
这首诗的题目是郑果州相过
这首诗的作者是王维
这首诗的内容是： 丽日照残春，初晴草木新。床前磨镜客，树下灌园人。五马惊穷巷，双童逐老身。中厨办粗饭，当恕阮家贫。
对偶句是：null
 权重是0

这首诗的题目是静夜思
这首诗的作者是李白
这首诗的内容是： 床前看月光，疑是地上霜。举头望山月，低头思故乡。
对偶句是：null
 权重是0

这首诗的题目是北征
这首诗的作者是杜甫
这首诗的内容是： 皇帝二载秋，闰八月初吉。杜子将北征，苍茫问家室。维时遭艰虞，朝野少暇日。顾惭恩私被，诏许归蓬荜。拜辞诣阙下，怵惕久未出。虽乏谏诤姿，恐君有遗失。君诚中兴主，经纬固密勿。东胡反未已，臣甫愤所切。挥涕恋行在，道途犹恍惚。乾坤含疮痍，忧虞何时毕。靡靡逾阡陌，人烟眇萧瑟。所遇多被伤，呻吟更流血。回首凤翔县，旌旗晚明灭。前登寒山重，屡得饮马窟。邠郊入地底，泾水中荡潏。猛虎立我前，苍崖吼时裂。菊垂今秋花，石戴古车辙。青云动高兴，幽事亦可悦。山果多琐细，罗生杂橡栗。或红如丹砂，或黑如点漆。雨露之所濡，甘苦齐结实。缅思桃源内，益叹身世拙。坡陀望鄜畤，岩谷互出没。我行已水滨，我仆犹木末。鸱鸟鸣黄桑，野鼠拱乱穴。夜深经战场，寒月照白骨。潼关百万师，往者散何卒。遂令半秦民，残害为异物。况我堕胡尘，及归尽华发。经年至茅屋，妻子衣百结。恸哭松声回，悲泉共幽咽。平生所娇儿，颜色白胜雪。见耶背面啼，垢腻脚不袜。床前两小女，补绽才过膝。海图坼波涛，旧绣移曲折。天吴及紫凤，颠倒在裋褐。老夫情怀恶，呕泄卧数日。那无囊中帛，救汝寒凛栗。粉黛亦解苞，衾裯稍罗列。瘦妻面复光，痴女头自栉。学母无不为，晓妆随手抹。移时施朱铅，狼藉画眉阔。生还对童稚，似欲忘饥渴。问事竞挽须，谁能即嗔喝。翻思在贼愁，甘受杂乱聒。新归且慰意，生理焉能说。至尊尚蒙尘，几日休练卒。仰观天色改，坐觉祆气豁。阴风西北来，惨澹随回鹘。其王愿助顺，其俗善驰突。送兵五千人，驱马一万匹。此辈少为贵，四方服勇决。所用皆鹰腾，破敌过箭疾。圣心颇虚伫，时议气欲夺。伊洛指掌收，西京不足拔。官军请深入，蓄锐何俱发。此举开青徐，旋瞻略恒碣。昊天积霜露，正气有肃杀。祸转亡胡岁，势成擒胡月。胡命其能久，皇纲未宜绝。忆昨狼狈初，事与古先别。奸臣竟菹醢，同恶随荡析。不闻夏殷衰，中自诛褒妲。周汉获再兴，宣光果明哲。桓桓陈将军，仗钺奋忠烈。微尔人尽非，于今国犹活。凄凉大同殿，寂寞白兽闼。都人望翠华，佳气向金阙。园陵固有神，扫洒数不缺。煌煌太宗业，树立甚宏达。
对偶句是：null
 权重是0

这首诗的题目是行香归
这首诗的作者是白居易
这首诗的内容是： 出作行香客，归如坐夏僧。床前双草屦，檐下一纱灯。珮委腰无力，冠欹发不胜。鸾台龙尾道，合尽少年登。
对偶句是：null
 权重是0

这首诗的题目是咏兴五首·池上有小舟
这首诗的作者是白居易
